,max (document wise),mean (document wise),min (document wise)
odenet-336-a,0.0008818342,0.0008818342,0.0008818342
odenet-10173-a,0.0008818342,0.0008818342,0.0008818342
odenet-32-n,0.0008818342,0.0008818342,0.0008818342
odenet-2367-n,0.0008818342,0.0008818342,0.0008818342
odenet-4155-n,0.0008818342,0.0008818342,0.0008818342
odenet-5164-n,0.0008818342,0.0008818342,0.0008818342
odenet-9295-n,0.0008818342,0.0008818342,0.0008818342
odenet-5315-n,0.0017636684,0.0017636684,0.0017636684
odenet-12495-n,0.0017636684,0.0017636684,0.0017636684
odenet-10063-a,0.004409171,0.004409171,0.004409171
odenet-12253-a,0.004409171,0.004409171,0.004409171
odenet-18235-a,0.004409171,0.004409171,0.004409171
odenet-27927-a,0.004409171,0.004409171,0.004409171
odenet-28132-a,0.004409171,0.004409171,0.004409171
odenet-28479-a,0.004409171,0.004409171,0.004409171
odenet-927-v,0.004409171,0.004409171,0.004409171
odenet-5862-v,0.004409171,0.004409171,0.004409171
odenet-6422-v,0.004409171,0.004409171,0.004409171
odenet-9719-v,0.004409171,0.004409171,0.004409171
odenet-19910-v,0.004409171,0.004409171,0.004409171
odenet-8226-n,0.0008818342,0.0008818342,0.0008818342
odenet-10737-n,0.0008818342,0.0008818342,0.0008818342
odenet-11238-n,0.0008818342,0.0008818342,0.0008818342
odenet-14568-n,0.0008818342,0.0008818342,0.0008818342
odenet-36129-n,0.0008818342,0.0008818342,0.0008818342
odenet-12109-n,0.0061728396,0.0061728396,0.0061728396
odenet-9383-n,0.0008818342,0.0008818342,0.0008818342
odenet-5145-n,0.0008818342,0.0008818342,0.0008818342
odenet-9379-n,0.0035273368,0.0035273368,0.0035273368
odenet-14225-n,0.0035273368,0.0035273368,0.0035273368
odenet-17075-n,0.0008818342,0.0008818342,0.0008818342
odenet-12446-v,0.0008818342,0.0008818342,0.0008818342
odenet-14134-v,0.0008818342,0.0008818342,0.0008818342
odenet-29056-n,0.0008818342,0.0008818342,0.0008818342
odenet-2139-v,0.0008818342,0.0008818342,0.0008818342
odenet-13978-v,0.0008818342,0.0008818342,0.0008818342
odenet-18564-v,0.0008818342,0.0008818342,0.0008818342
odenet-33039-v,0.0008818342,0.0008818342,0.0008818342
odenet-13977-v,0.0008818342,0.0008818342,0.0008818342
odenet-4507-a,0.0008818342,0.0008818342,0.0008818342
odenet-11082-a,0.0008818342,0.0008818342,0.0008818342
odenet-4426-n,0.0008818342,0.0008818342,0.0008818342
odenet-9845-n,0.0008818342,0.0008818342,0.0008818342
odenet-1055-v,0.0008818342,0.0008818342,0.0008818342
odenet-2238-n,0.0008818342,0.0008818342,0.0008818342
odenet-8379-n,0.0008818342,0.0008818342,0.0008818342
odenet-11910-n,0.0008818342,0.0008818342,0.0008818342
odenet-6744-n,0.0008818342,0.0008818342,0.0008818342
odenet-4416-n,0.0008818342,0.0008818342,0.0008818342
odenet-27979-n,0.0008818342,0.0008818342,0.0008818342
